,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
66,67,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+Pc/fNw9AMH5cF7wJ4BM5WcxO0w==',Brownless,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk5MpqUyjymYijsL29pgMemVUGBW1vg==',Germany,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',101633.04,1,1,0,110431.51,0
67,68,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PrLwnEy2AjtG8wJFdUo3jzt/Tw==',Chibugo,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEfC5kWdvwNuMtn+4rLiLSfyul3lRg==',Germany,Male,43,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',123180.01,2,1,1,196673.28,0
68,69,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DjF7LV0q4ZOIY3L3QwWciHkuzg==',Glauert,b'ZjVGSQnKdRZncZ9ft8PDdA0xgtNA7DHWgun3badj9owb4a24cUwvBw==',Germany,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',150725.53,2,0,1,113656.85,0
69,70,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZAYi40Y0F4uJBeS69ebsU277pQ==',Pisano,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLsDihqqYw2/5hlFLCUusc4cFUaTdg==',France,Female,21,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',98373.26,1,1,0,18203.0,0
70,71,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4LWeJFT78frE+ygeUM5JI9y0NQ==',Konovalova,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEK2bcoag/Pz6KV0PS3PSr5qfUjK/g==',Germany,Male,58,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',133745.44,4,1,0,28373.86,1
71,72,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HjUn9piT4eRJXG4xVEtckPSIDg==',McKee,b'ZjVGSQnKdRZncZ9ft8PDdAzicy7qAuPRG3cSEhZnJUR6jq6gSei0tQ==',France,Male,29,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,1,1,0,33953.87,0
72,73,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqa1FXGc7n0jKRRA4pcVJytnWxPAA==',Palermo,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkIcU6nUeBv0ixRNJYMHkMC7OJ4T7A==',Spain,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',163607.18,1,0,1,44203.55,0
73,74,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSo0Zq6GN/McwdESZA8Et0ZDcVQ==',Ballard,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlPha3SUTWF7HkNEdF98I1K0ObDFcg==',Germany,Female,25,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',157780.84,2,1,1,58426.81,0
74,75,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSqfZcgIVg8GO1RXjwz7JXKnL1w==',Wallace,b'ZjVGSQnKdRZncZ9ft8PDdA0PsY/R5rtAYkGE6uV9wKq2gPgZbUMslw==',France,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,0,1,145562.4,0
75,76,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgBQPxLxnxywT94uDrTiPVznToQ==',Cavenagh,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEfC5kWdvwNuMtn+4rLiLSfyul3lRg==',France,Female,21,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',178718.19,2,1,0,22388.0,0
76,77,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IAsHLp9ybTDUIYVA/NoVEoWlEw==',Hu,b'ZjVGSQnKdRZncZ9ft8PDdA0xgptTSp6uwBngQGHSFBkrODVlHW7xkw==',France,Male,55,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,1,139161.64,0
77,78,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELQ1GA4CD2LIHcRRglrycO0z/w==',Read,b'ZjVGSQnKdRZncZ9ft8PDdA0xuL70CdPUnP3nY7D7twwjf3l1xR1tjA==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,1,1,1,148210.64,0
78,79,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZVCE9kGfLH0JWqT07xX1i5kliA==',Bushell,b'ZjVGSQnKdRZncZ9ft8PDdA0hJI3sCrO9iN4Eks7o2yNijwv2BhaQUg==',Spain,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',77253.22,1,0,1,194239.63,0
79,80,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxJwTveX8rbe65eh5Crha5ktC+Q==',Postle,b'ZjVGSQnKdRZncZ9ft8PDdA0fyR6NRlSvYynZ2qMA4eTXs9gkSq4dCQ==',Germany,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',122189.66,2,1,0,98301.61,0
80,81,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4KESUXn5zN0GbriNO86/dLrvHw==',Buley,b'ZjVGSQnKdRZncZ9ft8PDdA0xgpq8EmKtXwIB1zwXmgA1zIbkJVir9w==',France,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',96645.54,2,0,0,171413.66,0
81,82,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELBUDKEq022fTBvCRr5IsL5m8Q==',Leonard,b'ZjVGSQnKdRZncZ9ft8PDdA0hEh6s/IvU0zKMjlxI1sGH4HrydhCrIg==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,1,1,0,136458.19,1
82,83,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PrLyqChES4TeYf0h/O2/1u9sTQ==',Mills,b'ZjVGSQnKdRZncZ9ft8PDdA0PpV4OCCAbB9YUxf2sY1dZwmLE4CSFCw==',France,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,0,0,26019.59,0
83,84,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4L0PYnTGRTLRGmS04a2UXqsV4w==',Onyeorulu,b'ZjVGSQnKdRZncZ9ft8PDdA0PtSCYdt/ne5R2Xu0QHWI8bqFMswOFAA==',France,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',90307.62,1,1,1,159235.29,0
84,85,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3lhW5W1H6LnSwvEc2jYUjJSolg==',Beit,b'ZjVGSQnKdRZncZ9ft8PDdA0f50Hn2neodpp8WHQWY0+2GBh1YoH82A==',France,Female,46,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,1,0,1907.66,0
85,86,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxIQRkccwXRIrppegkdTbk7sXcQ==',Ndukaku,b'ZjVGSQnKdRZncZ9ft8PDdA0xjggvZNFpnq0PGlClixIeLFRQdyuKOQ==',Spain,Female,75,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,1,1,114675.75,0
86,87,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWvJ4wGOiM8C4WmA2YKfAzROT1w==',Gant,b'ZjVGSQnKdRZncZ9ft8PDdA0hJMnsoqe9HmahXrPs/TAMW6bM0j7QfA==',Spain,Male,22,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',121681.82,1,1,0,128643.35,1
87,88,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HiH/zi6cpMSYj8cIib00gL/PVQ==',Rowley,b'ZjVGSQnKdRZncZ9ft8PDdA0hODZMvmqiSs5wuhnfGzLC3gosD31Y0A==',France,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,1,0,151869.35,0
88,89,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hj0Mw7esiWbDglFg+5PXjZT8dQ==',Sharpe,b'ZjVGSQnKdRZncZ9ft8PDdA0xih+rDxLH8o6gi8PlCwc2VFZrSyRUFg==',France,Female,46,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,3,1,0,93251.42,1
89,90,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWthu+Q7wiKKvIBoYzPtWV16DKw==',Osborne,b'ZjVGSQnKdRZncZ9ft8PDdA0xln1eWo0mDT4bEagiWk3nFzK2c6nXDg==',Germany,Female,28,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',81623.67,2,1,1,156791.36,0
90,91,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZDDSvkGyoND2nMqIfDE8cXP5RA==',Heap,b'ZjVGSQnKdRZncZ9ft8PDdA0xih5kPnzH3D+5Z5fAayiW+KnLJbZ79w==',Spain,Female,44,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,3,1,1,174205.22,1
91,92,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3nrFXvrOUvC3ev2qBzLJ84CoOg==',Ritchie,b'ZjVGSQnKdRZncZ9ft8PDdAzid+vxu5+Xtv1PKIZKqQysmIxXw/kaCQ==',France,Male,45,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',118626.55,2,1,0,147132.46,0
92,93,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLooLmvYTMuHbVjChrDPypXmfQ==',Cole,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZbpJiChCT2UDrHCVkdcqwfU7o52yw==',France,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,1,0,109614.57,0
93,94,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PrY49eyIOI/MKsaujWrdnhZfkQ==',Capon,b'ZjVGSQnKdRZncZ9ft8PDdA0hKJcnCTL4uEUvG8FnKoDXv860TaqKEg==',France,Male,29,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,1,172290.61,0
94,95,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AGeu4WjZZ/EgdYVJWiTLDPf5rA==',Capon,b'ZjVGSQnKdRZncZ9ft8PDdA0hPAFNa0GAr98HCKin3s8s9Mag2UXqKw==',Spain,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,0,1,85982.47,0
95,96,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+Pf2mZ2E6jpj1rNY2l6EBvLSvnQ==',Fiorentini,b'ZjVGSQnKdRZncZ9ft8PDdA0PsYue9f++5+jg072HtAIKV1hjDleKQA==',Spain,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',176273.95,1,0,1,121277.78,0
96,97,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3lhW5vqkv934wE+EtWUJplXLRg==',Graham,b'ZjVGSQnKdRZncZ9ft8PDdA0hElci3oKoyLgRKqGXxxT13Llupx2JYA==',Spain,Male,41,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',102827.44,1,0,1,64595.25,0
97,98,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PdvkyE2169OU20KXA9sASPygrw==',Yuille,b'ZjVGSQnKdRZncZ9ft8PDdAzic2QXvIPudRAnpS4koXi+dP/WQTpb/Q==',Germany,Male,29,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',97086.4,2,1,1,197276.13,0
98,99,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MJQH6zB1opfse1oUI11TiDEezA==',Allard,b'ZjVGSQnKdRZncZ9ft8PDdA0hNK4wMUNkUuOoRLsxrQ2M3tUw/M95xw==',Spain,Male,22,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,0,0,99645.04,0
99,100,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DhsumR9il7JV70X50pV3kKRR9w==',Fanucci,b'ZjVGSQnKdRZncZ9ft8PDdA0fyVZJ1VxIIAdriLjkCN4uMOjKFey2ZQ==',France,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,0,0,6534.18,0
100,101,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLbjqZ9YpHBLNx+l5/1zSBz82Q==',Fu,b'ZjVGSQnKdRZncZ9ft8PDdA0xgpq8EmKtXwIB1zwXmgA1zIbkJVir9w==',France,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,1,1,1,161848.03,0
101,102,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdCkImZlaksYV26DGrNNi8qSsfA==',Hung,b'ZjVGSQnKdRZncZ9ft8PDdA0xkgyuKey8ET41nmRdpBLU+x733YsvKA==',France,Female,44,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,0,0,167162.43,0
102,103,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZZhvpblCVng9qH73+PZRh5p1w==',Hung,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEK2bcoag/Pz6KV0PS3PSr5qfUjK/g==',France,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',82674.15,1,1,0,41970.72,0
103,104,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSr9ggr4zqvln9+HBYGtNYSOPow==',Bradley,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZKFfQxrQJFAVeLZKJXF0L09nRi70w==',Spain,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,2,1,0,60536.56,0
104,105,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxIDAgwLDHIlZZnvKPL52nYb5/g==',Dunbabin,b'ZjVGSQnKdRZncZ9ft8PDdA0xuP3XWZg3zBONGJxEuQshtH6MPgwNyA==',Spain,Female,65,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,1,1,1,177655.68,1
105,106,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IBdSbKGEbRvFWsMUdiGBxaeZIw==',Mauldon,b'ZjVGSQnKdRZncZ9ft8PDdA0xkg++gKgLR+PWk5dDA8fONunQpq9TVQ==',Spain,Female,46,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',107073.27,2,1,1,30984.59,1
106,107,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrd1sndddkHb8s/e4sQrurx7fsg==',Stiger,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk5Jm9U9fS4CwAvCk2J1bb/NnI0Rp7A==',Germany,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',88938.62,1,1,1,10054.53,0
107,108,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqa1FXDngavaTRPH5l9Vg4MNPNz/g==',Parsons,b'ZjVGSQnKdRZncZ9ft8PDdA0hFltQruv7cm+BEk3t2UL/srNU5gbi2A==',Germany,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',99806.85,1,0,1,36976.52,0
108,109,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MIxjuBoVi+G6GkN4et/WrHPFxw==',Walkom,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlIxLsjDy8ydFLZ2D8gO45wZFU1jdQ==',Spain,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',150092.8,1,0,0,71862.79,0
109,110,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdDV5flwIvdwDq2OXs6ENNxV9Iw==',T'ang,b'ZjVGSQnKdRZncZ9ft8PDdA0f7/7c2xm9QDXzqf4CRgeeYGbQv2D+ZQ==',Germany,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',92833.89,1,1,0,99449.86,1
110,111,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxJxajC/9Ui4KQEz4W+XyO3+xmA==',Eremenko,b'ZjVGSQnKdRZncZ9ft8PDdA0xvF47OukW2u9RQ7dHeZmhvMHoT6v6Xg==',Germany,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',90536.81,1,0,1,63082.88,0
111,112,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKiKK0PQ4QBJJDecpgJkvGOn/w==',Rowntree,b'ZjVGSQnKdRZncZ9ft8PDdA0PuQ9bhadiP3KyfzOkgNCciao+iAfq4g==',Germany,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',108055.1,2,1,0,27231.26,0
112,113,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8M2vpS6bIxUayYmm5LHVKj2hMQ==',Thorpe,b'ZjVGSQnKdRZncZ9ft8PDdA0PrREaSjOxGofLRvWltJcqKrtntudMjg==',France,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',100238.35,1,0,0,86797.41,0
113,114,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrfNnw3YfN9DG805og8JxpFFgbw==',Chiemela,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLsDihqqYw2/5hlFLCUusc4cFUaTdg==',Spain,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',106190.55,1,0,1,22994.32,0
114,115,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MK7YS5YcVn28qpM4ogZu+P0ACA==',Fanucci,b'ZjVGSQnKdRZncZ9ft8PDdA0hOHvnNqNuj5r4kFyG63ROELO3C1b1bg==',Germany,Male,28,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',154475.54,2,0,1,101300.94,1
115,116,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AGs6SDcNHbtDO5pEHKNT70SFyg==',Ko,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkJMDLBIfJOOFC70KmJbV5cizeusoA==',Germany,Female,30,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',132351.29,2,1,1,74169.13,0
116,117,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4K2PHSydiP5ZPw9Xpu38cwp7fA==',Welch,b'ZjVGSQnKdRZncZ9ft8PDdA0xgp9ir8G2pk9hwp442V4E8daVcYhoxQ==',Germany,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',167864.4,1,1,0,115638.29,0
117,118,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PfGk3FwnI+1wOqx4HB4FhRTdpA==',Duncan,b'ZjVGSQnKdRZncZ9ft8PDdA0PtSCYdt/ne5R2Xu0QHWI8bqFMswOFAA==',France,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,2,1,0,31766.3,0
118,119,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELiqNY0y6mKnmfCiUahIPy5vnQ==',Chidozie,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZbpJiChCT2UDrHCVkdcqwfU7o52yw==',Germany,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',107818.63,1,1,0,199725.39,1
119,120,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MITTd+hvfvM5QJlLXQWfXl7uLQ==',Wu,b'ZjVGSQnKdRZncZ9ft8PDdA0xsDicq9SdXTUlF+HEA/8fD2uQtBt1MQ==',Germany,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',185173.81,2,1,0,120834.48,0
120,121,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LVTCm9yqICvnTiNNwvb1hayzlA==',Culbreth,b'ZjVGSQnKdRZncZ9ft8PDdAzifyWqZgK0AlHjc2RM8MuQ8TI7PJ7zkg==',France,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',129433.34,2,0,0,38131.77,0
121,122,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZZgL6TU+jXrIPCPyMZtvUCOsg==',Kennedy,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLrfAplmbZmAAUeAod0SikuS7DGEqw==',Spain,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',120193.42,1,0,0,100130.95,0
122,123,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PddmvgXbm++hr8wHhgBKZHMg0g==',Cameron,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkMOpL5ZrROUCRU9oGKtMnpD2o4jtQ==',France,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,1,0,141069.88,0
123,124,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWvrE00WR3sM1aBZgGobMNNCMQw==',Calabresi,b'ZjVGSQnKdRZncZ9ft8PDdA0xvF+EUoCUPQnu/+xxKCcaZJSgUmGUlQ==',Germany,Female,48,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',126384.42,1,1,1,198129.36,0
124,125,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSo1cHmJHnz+I9Rk1bdgX+X3yYQ==',Zetticci,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkc4RzawZxCWKoTMUmS3fqPD08QWVw==',France,Female,28,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,0,0,183646.41,0
125,126,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hhd77WostylCUILZ5lInlWFY9Q==',Fuller,b'ZjVGSQnKdRZncZ9ft8PDdA0fwYKuzGqzIyxopw3craSpQx5KuQvXzw==',France,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',152603.45,1,1,0,110265.24,1
126,127,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AHv0lIC1nN9xTRLO4ZFKfWea8A==',MacDonald,b'ZjVGSQnKdRZncZ9ft8PDdA0PpREE58DCnFzDxu44jOcqA0jTKjdqjg==',France,Female,52,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,1,0,1,8636.05,1
127,128,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgBz+vFT00kAhFUq6Fy8UCiwJAg==',Piccio,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkc4RzawZxCWKoTMUmS3fqPD08QWVw==',Germany,Male,56,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',148507.24,1,1,0,46824.08,1
128,129,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZVDMaDybG8rQyJJVxxZuG/y4pQ==',Kennedy,b'ZjVGSQnKdRZncZ9ft8PDdAzifyWqZgK0AlHjc2RM8MuQ8TI7PJ7zkg==',France,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,2,1,0,171378.77,0
129,130,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrfMthHuzsbMCuRSb2CCnXc84Ng==',Fernie,b'ZjVGSQnKdRZncZ9ft8PDdA0hElquxn0lxLkzzg6nDgWMZxwThXivlA==',France,Male,24,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',101827.07,1,1,0,167256.35,0
130,131,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdCVV1uwYp0HVrpkBO0RyC9CLkA==',He,b'ZjVGSQnKdRZncZ9ft8PDdA0hJIpSef6YTOybCTiAftoWfTD12gYIqw==',France,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,1,124226.16,0
131,132,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8P89+zgwjRvK5YHotrMZhJ9HOw==',Kaodilinakachukwu,b'ZjVGSQnKdRZncZ9ft8PDdA0hGrwlxYmIiKb29Id2DALVXsCIeD2hMQ==',Germany,Female,33,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',130862.43,1,1,1,114935.21,0
132,133,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AF1gsR//Hi4++m+1O4TNf8iMJA==',Cocci,b'ZjVGSQnKdRZncZ9ft8PDdA0xvFzGzjht9GHrZGlKR/ieS/69DxJgzg==',France,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',122570.87,1,1,1,35608.88,0
